tabular-actgan-659c3ee9e6d21c30ddf4418d-data_preview
Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001034,Male,Yes,1,Not Graduate,No,6303,159.80271664,9.0,348.0,1.0,Semiurban,Y
LP001034,Male,,0,Graduate,No,9799,4367.73810383,113.0,348.0,1.0,Urban,Y
LP001155,Male,No,1,Graduate,No,9476,2314.24917715,9.0,350.0,1.0,Urban,Y
LP001034,Male,Yes,0,Graduate,No,11234,829.68173152,144.0,116.0,1.0,Rural,Y
LP001005,Female,Yes,3,Graduate,No,3569,0.0,161.0,357.0,1.0,Rural,Y
LP001100,Male,Yes,0,Graduate,No,3672,1985.04048541,261.0,349.0,1.0,Urban,N
LP001641,Female,Yes,0,Not Graduate,,150,0.0,263.0,355.0,1.0,Rural,N
LP001032,Male,Yes,,Graduate,No,3693,0.0,512.0,368.0,0.0,Urban,N
LP001038,Female,No,3,Graduate,No,13181,793.67197511,700.0,360.0,1.0,Urban,Y
LP001155,Male,No,1,Not Graduate,Yes,1022,0.0,90.0,363.0,,Semiurban,Y
LP001005,Male,No,0,Graduate,No,8289,4397.35735237,9.0,358.0,1.0,Urban,Y
LP001146,Female,Yes,2,Graduate,Yes,32057,0.0,260.0,368.0,1.0,Rural,Y
LP001036,Male,Yes,2,Graduate,No,2458,10983.63556263,269.0,228.0,,Rural,Y
LP001146,Male,No,3,Not Graduate,No,1119,2151.88544561,264.0,351.0,0.0,Urban,Y
LP001155,Male,Yes,3,Graduate,No,150,0.0,18.0,372.0,1.0,Rural,Y
LP001038,Female,No,1,Graduate,No,150,0.0,9.0,351.0,1.0,Rural,Y
LP001047,Female,Yes,3,Graduate,No,5497,0.0,9.0,233.0,0.0,Semiurban,Y
LP001155,Male,Yes,1,Graduate,No,150,21.82092198,225.0,354.0,1.0,Semiurban,Y
LP001038,Male,Yes,1,Graduate,No,150,0.0,177.0,349.0,1.0,Urban,Y
LP001036,Female,No,0,Not Graduate,No,3290,610.85372769,220.0,355.0,0.0,Urban,Y
LP001052,Male,Yes,3,Graduate,No,7056,643.30744875,9.0,369.0,0.0,Urban,Y
LP001100,Female,Yes,3,Graduate,No,6922,7502.31157845,74.0,369.0,0.0,Rural,Y
LP001100,Male,No,1,Graduate,No,769,4474.31028732,155.0,368.0,1.0,Rural,Y
LP001005,Male,No,1,Graduate,No,150,0.0,232.0,368.0,1.0,Rural,Y
LP001038,Male,Yes,1,Graduate,No,1734,3368.82424159,248.0,348.0,1.0,Urban,Y
LP001038,Male,No,,Not Graduate,No,12965,0.0,9.0,480.0,1.0,Urban,Y
LP001280,Male,Yes,0,Graduate,No,150,4078.26182201,27.0,358.0,1.0,Semiurban,Y
LP001155,Male,No,1,Not Graduate,Yes,11045,17.54777946,244.0,349.0,,Urban,Y
LP001038,Male,No,3,Graduate,No,172,835.14038023,9.0,349.0,1.0,Semiurban,N
LP001047,Male,No,0,Graduate,Yes,150,0.0,262.0,362.0,1.0,Urban,N
LP001005,Male,Yes,0,Graduate,No,150,669.77951504,187.0,358.0,1.0,Semiurban,Y
LP001100,Male,No,3,Not Graduate,No,150,0.0,220.0,246.0,0.0,Rural,Y
LP001560,Male,Yes,3,Graduate,No,4935,0.0,203.0,349.0,1.0,Rural,Y
LP001186,Male,Yes,0,Graduate,No,627,238.95378548,270.0,371.0,1.0,Semiurban,Y
LP001565,Male,No,1,Graduate,No,150,757.4843378,132.0,366.0,1.0,Semiurban,Y
LP001005,Male,No,0,Graduate,No,4726,14959.71929214,269.0,361.0,1.0,Semiurban,Y
LP001034,Male,Yes,,Graduate,Yes,2411,0.0,241.0,372.0,1.0,Rural,Y
LP001119,Male,No,0,Graduate,No,13516,2573.21521568,232.0,359.0,1.0,Urban,Y
LP001034,Female,Yes,3,Graduate,No,5139,0.0,25.0,371.0,0.0,Semiurban,Y
LP001005,Male,Yes,0,Graduate,No,5775,1884.97993999,9.0,354.0,1.0,Urban,N
LP001186,Female,Yes,1,Not Graduate,No,150,811.61185933,148.0,232.0,1.0,Rural,N
LP001123,Male,Yes,0,Graduate,,150,0.0,220.0,350.0,0.0,Semiurban,Y
LP001034,Female,No,0,Graduate,No,528,4359.72054122,224.0,348.0,1.0,Rural,Y
LP001109,Female,Yes,1,Not Graduate,,150,918.16093528,98.0,359.0,1.0,Rural,Y
LP001008,Female,Yes,0,Graduate,No,150,778.14271819,110.0,356.0,1.0,Urban,Y
LP001100,Female,Yes,1,Graduate,No,150,415.94364035,238.0,,1.0,Rural,Y
LP001097,Male,Yes,2,Not Graduate,No,13632,4305.20785147,253.0,367.0,1.0,Urban,Y
LP001024,Male,Yes,0,Graduate,No,4939,0.0,178.0,364.0,1.0,Semiurban,Y
LP001034,Male,No,2,Graduate,No,6310,0.0,154.0,356.0,1.0,Urban,Y
LP001038,Male,Yes,0,Graduate,No,14139,6310.88790355,225.0,362.0,0.0,Urban,Y
LP001100,Male,No,2,Graduate,No,4762,431.82743936,,350.0,,Urban,Y
LP001194,Male,Yes,0,Graduate,No,10419,0.0,29.0,353.0,1.0,Urban,N
LP001002,Male,Yes,0,Graduate,No,150,805.21755606,169.0,358.0,0.0,Urban,Y
LP001155,Male,No,0,Not Graduate,No,13893,0.0,9.0,350.0,1.0,Rural,Y
LP001144,Male,Yes,0,Graduate,No,15217,2492.77478231,460.0,372.0,1.0,Rural,Y
LP001038,Male,Yes,1,Graduate,No,4274,2955.85825428,22.0,348.0,1.0,Urban,Y
LP001038,Male,No,0,Not Graduate,,31969,0.0,9.0,353.0,1.0,Urban,Y
LP001146,Male,No,0,Not Graduate,No,3084,711.4062135,,351.0,1.0,Urban,Y
LP001046,Female,Yes,2,Graduate,No,12863,38378.30372958,226.0,370.0,1.0,Rural,Y
LP001034,Male,Yes,3,Graduate,No,12342,0.0,16.0,,1.0,Urban,Y
LP001034,Male,No,1,Graduate,No,150,2.65745856,267.0,322.0,1.0,Urban,N
LP001038,Male,Yes,1,Graduate,No,150,3589.10521117,90.0,348.0,,Urban,Y
LP001038,Male,Yes,1,Graduate,No,150,196.86120109,51.0,349.0,1.0,Urban,Y
LP001146,Male,Yes,,Graduate,No,5655,0.0,25.0,362.0,1.0,Urban,Y
LP001038,Female,No,2,Not Graduate,No,150,8537.8263762,9.0,353.0,1.0,Rural,Y
LP001100,,No,0,Graduate,No,714,104.17962414,112.0,351.0,1.0,Urban,Y
LP001052,Male,Yes,1,Graduate,No,16756,0.0,28.0,358.0,,Urban,Y
LP001038,Male,No,0,Graduate,No,13737,0.0,136.0,348.0,1.0,Semiurban,Y
LP001146,Male,No,0,Graduate,No,701,0.0,59.0,349.0,,Urban,Y
LP001155,Male,Yes,1,Not Graduate,Yes,150,0.0,70.0,348.0,1.0,Urban,Y
LP001155,Male,Yes,1,Graduate,No,150,0.0,65.0,351.0,1.0,Rural,Y
LP001146,Male,Yes,1,Graduate,No,11255,6396.95684554,304.0,352.0,1.0,Urban,Y
LP001047,Male,Yes,0,Not Graduate,No,12555,0.0,34.0,356.0,1.0,Semiurban,Y
LP001123,Female,Yes,1,Graduate,No,657,858.38519491,229.0,365.0,,Urban,Y
LP001034,Male,Yes,1,Graduate,No,6107,0.0,9.0,12.0,1.0,Semiurban,Y
LP001146,,,1,Graduate,No,467,633.25580852,113.0,349.0,1.0,Rural,N
LP001038,Male,Yes,1,Graduate,No,150,0.0,33.0,356.0,1.0,Urban,Y
LP001032,Male,Yes,1,Graduate,No,29055,4185.2386448,212.0,351.0,1.0,Urban,N
LP001038,Male,No,1,Graduate,No,150,0.0,271.0,359.0,0.0,Rural,Y
LP001043,Male,No,3,Graduate,No,150,0.0,204.0,349.0,1.0,Rural,N
LP001198,Male,Yes,3,Graduate,No,9395,4236.78203439,243.0,352.0,1.0,Urban,Y
LP001097,Male,Yes,1,Graduate,No,10235,4427.17150851,234.0,,1.0,Urban,Y
LP001146,Male,Yes,0,Graduate,No,7420,216.04728035,187.0,363.0,1.0,Urban,Y
LP001005,Female,No,2,Graduate,No,3022,0.0,9.0,348.0,1.0,Urban,Y
LP001205,Male,Yes,0,Graduate,No,4137,3477.66921462,238.0,360.0,1.0,Rural,Y
LP001038,Male,Yes,3,Graduate,No,19121,3460.50986243,86.0,305.0,0.0,Rural,Y
LP001034,Male,No,0,Not Graduate,No,1228,0.0,252.0,369.0,1.0,Rural,Y
LP001100,Male,Yes,1,Graduate,Yes,150,304.27883951,340.0,350.0,1.0,Urban,Y
LP001038,Male,Yes,2,Graduate,No,12391,670.09029907,91.0,359.0,1.0,Semiurban,Y
LP001043,Female,Yes,3,Graduate,No,14700,654.80928692,,355.0,1.0,Semiurban,Y
LP001155,Male,Yes,0,Not Graduate,No,10175,3852.64428267,250.0,359.0,1.0,Rural,Y
LP001155,Male,No,2,Graduate,No,150,720.26993985,247.0,357.0,1.0,Urban,Y
LP001097,Male,Yes,3,Graduate,No,2227,0.0,273.0,372.0,1.0,Urban,Y
LP001535,Male,Yes,3,Graduate,No,2600,4269.85473354,259.0,235.0,,Urban,Y
LP001155,Male,Yes,2,Not Graduate,No,30697,1841.56023532,224.0,58.0,1.0,Urban,Y
LP001146,Male,No,3,Not Graduate,No,389,0.0,185.0,370.0,1.0,Urban,Y
LP001186,Male,No,0,Graduate,No,10181,0.0,9.0,361.0,1.0,Urban,Y
LP001005,Male,Yes,1,Graduate,No,3594,812.00316745,154.0,350.0,1.0,Rural,Y
LP001038,Male,Yes,,Graduate,No,1271,0.0,261.0,367.0,1.0,Urban,N
LP001068,Male,No,2,Graduate,No,12846,0.0,9.0,355.0,1.0,Rural,Y
LP001005,Female,No,2,Graduate,No,478,764.88404406,9.0,349.0,1.0,Semiurban,Y
LP001038,Male,No,0,Graduate,No,27847,0.0,110.0,367.0,1.0,Rural,Y
LP001034,Male,Yes,1,Not Graduate,No,4119,0.0,221.0,371.0,1.0,Rural,N
LP001146,Male,No,0,Graduate,No,1424,1220.95556443,215.0,351.0,1.0,Rural,Y
LP001581,Female,Yes,0,Graduate,No,1497,0.0,251.0,352.0,0.0,Urban,Y
LP001164,Male,Yes,2,Graduate,No,13740,2029.68384538,120.0,52.0,0.0,Urban,Y
LP001005,Male,Yes,2,Graduate,No,6759,4049.67620738,107.0,349.0,1.0,Semiurban,Y
LP001146,Male,No,3,Not Graduate,No,150,317.25423881,31.0,289.0,1.0,Semiurban,Y
LP001046,Male,Yes,1,Not Graduate,No,150,34.31794017,256.0,354.0,1.0,Urban,Y
LP001034,Male,No,2,Not Graduate,No,150,738.44997251,246.0,362.0,1.0,Rural,N
LP001038,Male,Yes,1,Graduate,No,14988,0.0,182.0,419.0,1.0,Semiurban,Y
LP001155,Male,No,0,Not Graduate,No,1984,0.0,133.0,352.0,1.0,Rural,Y
LP001508,Male,Yes,3,Graduate,No,150,5597.9141322,157.0,351.0,1.0,Rural,N
LP001186,Male,Yes,2,Graduate,No,12246,0.0,23.0,362.0,1.0,Rural,Y
LP001155,,Yes,0,Graduate,Yes,150,2920.72086007,193.0,74.0,1.0,Urban,N
LP001032,Female,No,1,Graduate,No,24312,0.0,9.0,,1.0,Semiurban,Y
LP001034,Female,No,2,Not Graduate,No,150,748.97637327,201.0,353.0,1.0,Semiurban,Y
LP001003,,No,2,Graduate,No,5185,699.43303135,34.0,350.0,1.0,Urban,Y
LP001002,Male,Yes,1,Graduate,No,13045,799.1146927,238.0,,1.0,Rural,Y
LP001123,Male,No,1,Graduate,No,150,0.0,47.0,349.0,1.0,Rural,Y
LP001034,Female,No,0,Graduate,No,20049,0.0,166.0,359.0,1.0,Rural,N
LP001038,Male,Yes,,Graduate,No,150,3131.82328171,270.0,349.0,1.0,Urban,Y
LP001151,Male,Yes,2,Graduate,No,1269,598.09189499,9.0,353.0,1.0,Semiurban,Y
LP001155,Male,Yes,1,Graduate,No,150,4514.54655314,40.0,351.0,1.0,Rural,Y
LP001052,Male,Yes,2,Graduate,No,14596,0.0,,,1.0,Semiurban,N
LP001008,Female,No,2,Graduate,No,2565,800.2099577,257.0,370.0,0.0,Urban,N
LP001508,Female,No,1,Graduate,No,10405,4509.49470438,511.0,352.0,1.0,Rural,Y
LP001005,Male,Yes,0,Graduate,No,150,349.96719253,268.0,360.0,1.0,Rural,Y
LP001155,Female,Yes,0,Not Graduate,No,1146,0.0,269.0,226.0,1.0,Urban,Y
LP001114,Female,No,2,Graduate,No,5145,2305.57684198,9.0,349.0,1.0,Rural,Y
LP001100,Male,No,1,Graduate,No,150,0.0,244.0,368.0,1.0,Rural,Y
LP001034,Female,No,1,Graduate,No,26547,0.0,272.0,350.0,1.0,Semiurban,Y
LP001155,Male,Yes,3,Graduate,No,7643,0.0,9.0,350.0,1.0,Urban,Y
LP001036,Male,Yes,1,Graduate,No,4349,0.0,,263.0,0.0,Rural,Y
LP001097,Male,No,1,Graduate,No,150,718.29985779,38.0,348.0,1.0,Rural,Y
LP001151,Male,Yes,0,Graduate,No,150,168.43661222,270.0,348.0,1.0,Urban,Y
LP001155,Male,Yes,0,Not Graduate,No,8303,0.0,9.0,370.0,0.0,Urban,Y
LP001155,Male,No,2,Graduate,No,342,815.89887378,270.0,392.0,0.0,Semiurban,Y
LP001155,Male,,0,Graduate,No,52998,0.0,9.0,349.0,1.0,Rural,N
LP001164,Male,No,2,Graduate,No,11106,0.0,235.0,371.0,1.0,Urban,N
LP001038,Male,No,1,Graduate,No,150,18.21826156,,349.0,1.0,Urban,Y
LP001005,,Yes,1,Graduate,No,7041,62.44344222,9.0,348.0,0.0,Urban,Y
LP001146,Male,Yes,2,Not Graduate,No,150,0.0,254.0,351.0,1.0,Urban,Y
LP001155,,No,0,Not Graduate,No,150,0.0,,366.0,1.0,Urban,Y
LP001003,Female,No,0,Graduate,No,3618,3546.34778786,116.0,348.0,1.0,Semiurban,Y
LP001020,Female,No,0,Graduate,No,150,455.28280157,9.0,348.0,1.0,Urban,Y
LP001146,Male,No,3,Not Graduate,No,3182,330.14958385,157.0,350.0,,Rural,N
LP001151,Male,Yes,0,Graduate,No,2559,1783.3662821,700.0,372.0,1.0,Urban,Y
LP001038,Male,Yes,1,Graduate,No,81000,286.5008059,206.0,364.0,1.0,Semiurban,Y
LP001005,Male,No,0,Graduate,No,150,296.9563,128.0,351.0,1.0,Semiurban,Y
LP001043,Male,Yes,0,Graduate,Yes,150,175.29371398,144.0,349.0,1.0,Urban,Y
LP001068,Male,Yes,0,Graduate,No,150,370.16230782,247.0,351.0,1.0,Urban,Y
LP001146,Male,No,0,Not Graduate,No,4953,0.0,200.0,356.0,1.0,Urban,Y
LP001146,Male,No,,Not Graduate,No,2458,835.16542196,9.0,349.0,1.0,Urban,Y
LP001186,Male,No,0,Graduate,No,150,0.0,231.0,353.0,1.0,Rural,Y
LP001024,Male,No,0,Not Graduate,No,4345,0.0,211.0,364.0,1.0,Urban,Y
LP001038,Female,Yes,3,Graduate,No,1728,0.0,195.0,349.0,0.0,Urban,Y
LP001043,Male,Yes,0,Graduate,No,14019,0.0,502.0,225.0,1.0,Urban,Y
LP001146,Male,Yes,3,Graduate,No,9964,0.0,245.0,358.0,0.0,Semiurban,Y
LP001008,Male,,0,Graduate,Yes,27720,553.16022406,115.0,349.0,,Urban,Y
LP002161,Male,No,2,Graduate,No,81000,0.0,9.0,356.0,0.0,Rural,Y
LP001038,Male,No,0,Graduate,No,11900,4300.13098381,12.0,348.0,1.0,Rural,Y
LP001528,Male,No,2,Not Graduate,No,5691,1657.4992108,355.0,357.0,1.0,Urban,Y
LP001146,Female,Yes,0,Graduate,No,782,2505.49047539,73.0,461.0,1.0,Urban,Y
LP001565,Male,No,0,Graduate,No,3774,0.0,55.0,355.0,,Rural,Y
LP001034,Female,No,1,Graduate,No,3807,0.0,9.0,348.0,1.0,Urban,Y
LP001119,Male,No,3,Not Graduate,No,619,1826.31912151,352.0,358.0,1.0,Urban,Y
LP001146,Male,Yes,0,Graduate,No,4625,0.0,215.0,,1.0,Rural,Y
LP001002,Male,Yes,1,Not Graduate,No,150,0.0,238.0,369.0,1.0,Rural,Y
LP001047,Male,Yes,1,Not Graduate,No,3234,7063.08149322,257.0,350.0,0.0,Rural,Y
LP001155,Male,Yes,0,Graduate,No,1980,800.19601743,364.0,348.0,,Semiurban,Y
LP001146,Female,No,1,Graduate,No,6782,5090.6046358,24.0,351.0,0.0,Rural,Y
LP001034,Male,No,3,Graduate,No,12247,4455.43466802,,372.0,1.0,Rural,Y
LP001038,,Yes,0,Graduate,No,150,3630.3771268,269.0,348.0,1.0,Semiurban,Y
LP001155,Male,Yes,0,Not Graduate,No,2597,0.0,246.0,354.0,1.0,Urban,Y
LP001186,Male,Yes,0,Graduate,No,4613,813.02002093,195.0,365.0,1.0,Semiurban,Y
LP001005,Male,No,3,Graduate,No,13576,1124.36934312,31.0,351.0,1.0,Rural,Y
LP001155,Female,Yes,1,Graduate,No,150,661.32091482,115.0,322.0,0.0,Semiurban,Y
LP001155,Male,Yes,3,Not Graduate,No,6103,4316.67169209,223.0,359.0,1.0,Semiurban,Y
LP001097,Female,Yes,1,Graduate,No,1819,254.56678899,158.0,186.0,1.0,Semiurban,Y
LP001038,Female,Yes,1,Graduate,No,7501,823.22325571,9.0,366.0,1.0,Urban,Y
LP001005,Male,Yes,1,Graduate,No,7570,0.0,9.0,367.0,1.0,Rural,Y
LP001002,Male,No,3,Not Graduate,No,1246,0.0,9.0,364.0,1.0,Rural,Y
LP001043,Male,No,3,Graduate,No,63411,798.85979479,,353.0,1.0,Urban,Y
LP001155,Male,Yes,1,Graduate,No,3854,0.0,131.0,351.0,1.0,Rural,Y
LP001005,Male,No,,Graduate,No,150,754.12252311,38.0,348.0,1.0,Rural,Y
LP001097,Male,No,0,Graduate,No,2401,2216.2760618,30.0,351.0,1.0,Rural,Y
LP001155,Male,No,1,Not Graduate,No,12083,753.82107646,617.0,370.0,,Semiurban,Y
LP001034,Male,Yes,2,Graduate,No,761,4030.52334039,272.0,349.0,0.0,Rural,Y
LP001024,Male,Yes,,Graduate,Yes,1558,3188.12471515,34.0,349.0,1.0,Urban,Y
LP001018,Male,Yes,1,Graduate,No,14885,0.0,9.0,,1.0,Rural,Y
LP001047,Female,No,0,Graduate,No,150,364.2107901,9.0,348.0,1.0,Rural,Y
LP001146,Male,Yes,1,Graduate,No,29231,0.0,202.0,,,Semiurban,Y
LP001097,Female,Yes,1,Not Graduate,No,150,447.05378098,360.0,,,Urban,Y
LP001024,Female,Yes,0,Graduate,No,150,9604.30001585,220.0,249.0,1.0,Urban,Y
LP001634,Male,No,3,Graduate,No,5826,744.65470863,341.0,357.0,,Rural,Y
LP001034,Male,No,3,Graduate,No,7626,0.0,84.0,366.0,1.0,Semiurban,Y
LP001146,Male,Yes,0,Graduate,No,7479,25.86584487,9.0,328.0,1.0,Rural,Y
LP001068,Male,No,3,Graduate,No,11531,28336.5771952,9.0,362.0,1.0,Urban,Y
LP001854,Male,No,,Graduate,No,150,0.0,78.0,353.0,1.0,Semiurban,Y
LP001487,Female,Yes,1,Not Graduate,No,150,4347.35201754,176.0,348.0,1.0,Urban,Y
LP001606,Male,Yes,0,Not Graduate,Yes,31965,2096.23002335,109.0,355.0,1.0,Urban,Y
LP001119,Female,Yes,0,Not Graduate,No,4973,0.0,9.0,363.0,1.0,Urban,Y
LP001146,Female,No,1,Not Graduate,No,1118,2717.61728645,260.0,358.0,1.0,Semiurban,Y
LP001195,Female,Yes,2,Not Graduate,No,2729,0.0,12.0,245.0,1.0,Urban,Y
LP001155,Male,No,0,Not Graduate,No,7584,372.68646923,165.0,65.0,1.0,Rural,N
LP001186,Male,Yes,3,Graduate,No,1141,378.07741068,211.0,348.0,1.0,Semiurban,Y
LP001034,Female,Yes,1,Not Graduate,No,7398,0.0,9.0,364.0,0.0,Semiurban,Y
LP001100,Male,Yes,3,Not Graduate,,150,0.0,76.0,368.0,1.0,Rural,Y
LP001005,Male,No,0,Not Graduate,No,7546,0.0,12.0,361.0,1.0,Semiurban,Y
LP001034,Female,No,1,Graduate,No,81000,0.0,111.0,370.0,0.0,Urban,N
LP001002,Male,Yes,2,Not Graduate,No,81000,0.0,207.0,369.0,1.0,Urban,Y
LP001034,,Yes,1,Graduate,Yes,150,699.77062173,271.0,364.0,1.0,Urban,Y
LP001036,Female,No,1,Graduate,No,150,790.8119409,196.0,359.0,1.0,Urban,Y
LP001034,Male,Yes,1,Graduate,No,31784,0.0,181.0,372.0,0.0,Urban,Y
LP001034,Male,Yes,1,Not Graduate,No,14438,0.0,226.0,367.0,,Rural,Y
LP001038,Male,Yes,3,Not Graduate,No,150,3505.82447329,227.0,354.0,1.0,Urban,Y
LP001014,Male,Yes,1,Graduate,No,150,269.03870592,70.0,362.0,1.0,Urban,Y
LP001146,Male,Yes,3,Graduate,No,5171,658.45522826,319.0,365.0,0.0,Rural,Y
LP001002,Male,Yes,2,Graduate,Yes,150,378.12775269,9.0,364.0,1.0,Urban,Y
LP001146,Male,No,0,Graduate,No,2091,0.0,240.0,370.0,1.0,Urban,Y
LP001034,Male,Yes,0,Graduate,No,14288,0.0,,366.0,1.0,Semiurban,Y
LP001038,,No,3,Graduate,No,13764,0.0,128.0,89.0,1.0,Rural,Y
LP001038,Male,Yes,0,Graduate,No,549,0.0,172.0,349.0,0.0,Urban,Y
LP001155,Male,No,3,Graduate,No,3992,827.73440109,9.0,357.0,1.0,Rural,N
LP001146,,Yes,0,Graduate,No,150,291.19707587,272.0,415.0,1.0,Urban,Y
LP001034,Male,Yes,1,Graduate,No,31320,0.0,87.0,362.0,1.0,Urban,Y
LP001068,Male,Yes,1,Graduate,No,6908,0.0,9.0,365.0,0.0,Rural,Y
LP001038,Male,No,3,Not Graduate,No,13590,4472.88263936,218.0,350.0,1.0,Semiurban,N
LP001038,Male,Yes,0,Graduate,No,14354,3606.62381703,29.0,231.0,1.0,Urban,Y
LP001003,Male,No,0,Not Graduate,No,150,36.79463868,,359.0,1.0,Urban,Y
LP001038,Male,,1,Graduate,No,5639,818.42325922,9.0,12.0,1.0,Semiurban,N
LP001034,Female,No,0,Graduate,No,6124,0.0,46.0,360.0,1.0,Urban,Y
LP001146,Male,No,1,Graduate,No,2352,0.0,215.0,371.0,1.0,Urban,Y
LP001052,Female,Yes,0,Graduate,Yes,7452,0.0,180.0,371.0,1.0,Semiurban,Y
LP001002,Male,No,1,Graduate,No,1000,3200.87719623,228.0,370.0,1.0,Semiurban,Y
LP001146,Male,Yes,1,Not Graduate,No,3427,0.0,270.0,372.0,1.0,Urban,Y
LP001038,Male,No,2,Graduate,No,4649,0.0,258.0,360.0,1.0,Rural,N
LP001005,Male,Yes,0,Graduate,No,150,807.42326933,253.0,353.0,1.0,Urban,N
LP001516,Female,Yes,2,Graduate,No,16318,0.0,9.0,366.0,1.0,Semiurban,Y
LP001155,Male,No,1,Graduate,No,150,8690.00436003,263.0,349.0,1.0,Rural,Y
LP001002,Female,Yes,1,Graduate,No,13938,3914.87578068,148.0,357.0,,Urban,Y
LP001097,Male,Yes,1,Not Graduate,No,1051,0.0,38.0,372.0,1.0,Urban,Y
LP001565,Male,No,1,Graduate,No,4202,7338.63812992,238.0,367.0,1.0,Urban,Y
LP001005,Male,No,0,Graduate,No,150,0.0,9.0,12.0,0.0,Semiurban,Y
LP001531,,No,1,Graduate,Yes,14306,0.0,48.0,371.0,1.0,Semiurban,N
LP001068,Female,Yes,3,Graduate,No,150,46.88339965,195.0,348.0,1.0,Urban,Y
LP001034,Female,No,0,Graduate,Yes,874,3745.31038918,227.0,,1.0,Urban,Y
LP001028,Male,No,1,Graduate,No,150,0.0,264.0,356.0,0.0,Urban,Y
LP001052,Female,No,2,Graduate,No,10202,741.51465885,9.0,355.0,,Semiurban,Y
LP001114,Male,,1,Not Graduate,No,526,4358.6366991,270.0,396.0,1.0,Rural,Y
LP001633,Male,Yes,1,Graduate,No,14934,267.58491659,271.0,371.0,1.0,Rural,Y
LP001038,Male,,1,Graduate,No,1904,840.51967205,9.0,348.0,1.0,Urban,N
LP001155,Female,Yes,1,Graduate,No,150,710.50182376,56.0,348.0,1.0,Rural,Y
LP001005,Male,No,2,Graduate,Yes,714,0.0,412.0,62.0,0.0,Rural,Y
LP001043,Male,Yes,3,Graduate,Yes,5117,2781.51675421,,351.0,1.0,Rural,Y
LP001038,Male,No,2,Graduate,No,13913,0.0,9.0,,1.0,Rural,Y
LP001032,Female,Yes,2,Graduate,No,6770,0.0,22.0,371.0,1.0,Semiurban,Y
LP001636,Male,Yes,0,Graduate,No,14424,3424.04150933,13.0,368.0,1.0,Urban,Y
LP001034,Male,No,1,Graduate,No,11090,0.0,156.0,372.0,1.0,Urban,Y
LP001038,Male,Yes,1,Graduate,No,6967,0.0,73.0,353.0,1.0,Semiurban,Y
LP001036,Male,No,,Graduate,No,150,0.0,150.0,363.0,1.0,Rural,Y
LP002390,Male,Yes,0,Graduate,No,2170,772.9323958,192.0,357.0,1.0,Semiurban,N
LP001034,Male,No,2,Graduate,No,11135,0.0,9.0,12.0,1.0,Urban,N
LP001616,Male,Yes,0,Graduate,No,13788,133.94511586,199.0,354.0,1.0,Semiurban,Y
LP001151,Male,Yes,3,Graduate,No,29307,801.50172202,9.0,358.0,1.0,Urban,Y
LP001034,Male,Yes,1,Graduate,No,14582,0.0,30.0,371.0,1.0,Urban,Y
LP001038,Male,Yes,0,Graduate,No,9241,8401.81356593,136.0,369.0,1.0,Urban,Y
LP001038,Female,Yes,3,Graduate,No,12357,260.23332729,9.0,349.0,1.0,Urban,Y
LP001002,Male,No,1,Graduate,No,6508,890.02147296,,360.0,1.0,Rural,Y
LP001097,Male,No,0,Not Graduate,No,10032,4512.45792342,286.0,368.0,0.0,Urban,Y
LP001005,Female,Yes,0,Not Graduate,No,150,1598.32827694,9.0,349.0,1.0,Semiurban,Y
LP001034,Male,Yes,2,Graduate,No,13629,725.33767872,9.0,359.0,1.0,Urban,Y
LP001155,Male,No,0,Graduate,No,6141,8594.77093247,151.0,353.0,1.0,Urban,N
LP001038,Male,No,2,Graduate,No,3992,1804.46949188,152.0,350.0,1.0,Semiurban,Y
LP001002,Male,No,0,Graduate,No,6585,0.0,47.0,227.0,1.0,Rural,Y
LP001097,Female,No,1,Graduate,No,150,579.47548583,258.0,370.0,1.0,Semiurban,Y
LP001608,Male,No,0,Not Graduate,No,150,0.0,270.0,370.0,1.0,Rural,N
LP001034,Male,Yes,2,Graduate,Yes,8550,840.14688386,258.0,365.0,1.0,Urban,N
LP001043,Male,Yes,0,Graduate,No,150,3837.85718971,271.0,353.0,1.0,Urban,Y
LP001146,Female,No,,Graduate,,150,831.1020406,229.0,352.0,0.0,Urban,Y
LP001896,Female,Yes,3,Graduate,No,6567,825.18133964,9.0,349.0,1.0,Urban,Y
LP001098,Female,Yes,3,Not Graduate,No,10705,782.47518611,106.0,,1.0,Urban,Y
LP001034,Male,Yes,3,Not Graduate,No,9766,0.0,32.0,348.0,1.0,Rural,N
LP001002,Male,Yes,0,Graduate,No,150,4272.62086203,270.0,353.0,0.0,Rural,N
LP001146,Male,No,0,Not Graduate,No,150,8064.42572865,260.0,309.0,1.0,Urban,Y
LP001195,Female,No,3,Graduate,Yes,3076,0.0,41.0,,0.0,Semiurban,Y
LP001195,Male,No,1,Not Graduate,No,150,0.0,233.0,368.0,1.0,Urban,Y
LP001146,Male,No,3,Graduate,No,150,4371.76801312,40.0,363.0,1.0,Rural,Y
LP001195,Male,Yes,0,Not Graduate,No,150,285.67096883,504.0,368.0,1.0,Rural,Y
LP001047,Male,No,3,Graduate,No,13592,14728.37353015,472.0,370.0,1.0,Urban,Y
LP001034,Male,No,0,Graduate,No,150,0.0,335.0,349.0,1.0,Rural,Y
